word,phonetic,definition_zh,definition_en,example,tags,audio_file
refrain,rɪ'fren,v  抑制； 戒除; n 反复句，副歌,"to not do something that you want to do; part of a song or poem that is repeated, especially at the end of each  verse ",Mrs. Hardie refrained from making any comment.,sholvoir;toefl;exam;core,
pact,pækt,n  协议， 条约， 公约,"a formal agreement between two groups, countries, or people, especially to help each other or to stop fighting",the Warsaw pact,sholvoir;toefl;exam;core,
notation,no'teʃən,n  符号， 记号,"a system of written marks or signs used to represent something such as music, mathematics, or scientific ideas",Musical notation was conceived for the C major scale and each line and space represents a note in this scale.,sholvoir;toefl;exam;core,
liable,'laɪəbl,adj  有责任的， 有义务的； 易于…的,legally responsible for the cost of something,The car is liable to overheat on long trips.,sholvoir;toefl;exam;core,
homing,'homɪŋ,adj  有返回原地本能的,a bird or animal that has a homing instinct has a special ability that helps it find its way home over long distances,"Then the pigeons flew into thick fog, and the famous homing instinct failed.",sholvoir;toefl;exam;core,
state,stet,v  陈述， 说明， 声明； 规定; n 情况，状况；国家；州,to formally say or write a piece of information or your opinion; the physical or mental condition that someone or something is in,Please state your name and address.,sholvoir;toefl;exam;core,
cargo,'kɑrɡo,n  货物,the goods that are being carried in a ship or plane,a cargo plane,sholvoir;toefl;exam;core,
press,prɛs,v  压， 按， 挤； 压榨， 压迫； 催促， 逼迫; n 报刊；新闻界，新闻工作者；报道，评论；出版社；印刷厂；压，按，挤,to push something firmly against a surface; to be criticized in the newspapers or on radio or television,Manville kept his back pressed flat against the wall.,sholvoir;toefl;exam;core,
jumble,'dʒʌmbl,vt 混杂，掺杂; n  杂乱的一堆， 混乱的一团,"to mix things together in an untidy way, without any order; a lot of different things mixed together in an untidy way, without any order",The photographs were all jumbled up.,sholvoir;toefl;exam;core,
element,'ɛləmənt,n 元素，要素，组成部分；,"one part or feature of a whole system, plan, piece of work etc, especially one that is basic or important",Business and management elements are built into the course.,sholvoir;toefl;exam;core,
environmental,"ɪn,vaɪrən'mɛntl",adj  有关环境的， 自然环境的， 生态环境的； 环境的,"concerning or affecting the air, land, or water on Earth",the environmental damage caused by the chemical industry,sholvoir;toefl;exam;core,
picky,'pɪki,adj  挑剔的， 难以取悦的,"someone who is picky only likes particular things and not others, and so is not easy to please",He’s a very picky eater .,sholvoir;toefl;exam;core,
crustacean,krʌ'steʃən,adj  甲壳类的; n 甲壳类动物,"an animal such as a  lobster  or a  crab  that has a hard outer shell and several pairs of legs, and usually lives in water","Glucosamine can help to synthesize chitin in crustacean shells, which aids growth.",sholvoir;toefl;exam;core,
exclaim,ɪk'sklem,v  惊叫， 呼喊,"to say something suddenly and loudly because you are surprised, angry, or excited",‘No!’ she exclaimed in shock.,sholvoir;toefl;exam;core,
opposite,ˈɑpəzɪt; ˈɑpəsɪt,adj 对面的；对立的；相反的; prep  在…对面; n 对立面；对立物,"as different as possible from something else; if one thing or person is opposite another, they are facing each other; a person or thing that is as different as possible from someone or something else","I thought the medicine would make him sleep, but it had the opposite effect.",sholvoir;toefl;exam;core,
pack,pæk,v 收拾，打包；捆扎；塞满; n  包， 包裹,"to put things into cases, bags etc ready for a trip somewhere; something wrapped in paper or packed in a box and then sent by post or taken somewhere",I forgot to pack my razor.,sholvoir;toefl;exam;core,
restraint,rɪ'strent,n  抑制， 克制； 限制； 约束力； 管制措施,"calm sensible controlled behaviour, especially in a situation when it is difficult to stay calm",The police were praised for their restraint in handling the demonstrators.,sholvoir;toefl;exam;core,
aftermath,'æftəmæθ,n  后果， 余波,"the period of time after something such as a war, storm, or accident when people are still dealing with the results","In the aftermath of the coup, the troops opened fire on the demonstrators.",sholvoir;toefl;exam;core,
pollutant,pə'lutənt,n  污染物质， 有害物质,"a substance that makes air, water, soil etc dangerously dirty, and is caused by cars, factories etc",a dumping ground for toxic pollutants,sholvoir;toefl;exam;core,
untapped,",ʌn'tæpt",adj  未开发的， 未使用的,"an untapped supply, market, or talent is available but has not yet been used",Older people are an untapped resource in the employment market.,sholvoir;toefl;exam;core,
cue,kju,n  暗示， 提示,an action or event that is a signal for something else to happen,She stood nervously in the wings waiting for her cue.,sholvoir;toefl;exam;core,
effluent,'ɛflʊənt,n  流出物， 废水， 污水,"liquid waste, especially chemicals or sewage",The effluent from the factory was dumped into the river.,sholvoir;toefl;exam;core,
untamed,",ʌn'temd",adj  未驯服的， 难驾驭的,untamed land is still in its natural state and has not been developed by people,"This is the issue for Socrates, how to channel this wild and untamed passion of spirit or heart, how to channel this to some kind of common good.",sholvoir;toefl;exam;core,
stereotype,'stɛrɪətaɪp,n 陈规；固定形式，老套；刻板印象; vt  对…形成固定看法,,There's always been a stereotype about successful businessmen.,sholvoir;toefl;exam;core,
enroll,ɪn'rol,v  登记， 注册； 招收,,,sholvoir;toefl;exam;core,
sweeping,'swipɪŋ,adj 彻底的，广泛的；〈贬〉笼统的，一概而论的; n  清扫， 扫除； 垃圾,"affecting many things, or making an important difference to something",sweeping generalizations about women drivers,sholvoir;toefl;exam;core,
ardent,'ɑrdnt,adj  热心的， 热情洋溢的,showing strong positive feelings about an activity and determination to succeed at it,an ardent supporter of free trade,sholvoir;toefl;exam;core,
cohesive,ko'hisɪv,adj  黏着的； 使凝结的， 使内聚的,connected or related in a reasonable way to form a whole,a cohesive community,sholvoir;toefl;exam;core,
battery,'bæt(ə)rɪ,n  电池； 排炮； 一系列， 一批,"an object that provides a supply of electricity for something such as a radio, car, or toy",You have to take the top off to change the batteries .,sholvoir;toefl;exam;core,
clay,kle,n  泥土， 黏土,"a type of heavy sticky earth that can be used for making pots, bricks etc",...the heavy clay soils of Georgia.,sholvoir;toefl;exam;core,
irreverent,ɪ'rɛvərənt,adj  不敬的,"someone who is irreverent does not show respect for organizations, customs, beliefs etc that most other people respect – often used to show approval",his irreverent sense of humour,sholvoir;toefl;exam;core,
promote,prə'mot,vt  促进； 提升； 宣传， 推销,"If people promote something, they help or encourage it to happen, increase, or spread",You don't have to sacrifice environmental protection to promote economic growth.,sholvoir;toefl;exam;core,
divorce,dɪ'vɔrs,v  与…离婚； 使分离， 使脱离; n 离婚；分离，脱离,"if someone divorces their husband or wife, or if two people divorce, they legally end their marriage; the legal ending of a marriage",David’s parents divorced when he was six.,sholvoir;toefl;exam;core,
distribute,dɪ'strɪbjut,vt  分配， 分发； 散布,"to share things among a group of people, especially in a planned way",a man distributing leaflets to passers-by,sholvoir;toefl;exam;core,
attach,ə'tætʃ,vt  连接； 依附于； 系， 贴， 连接； 使依恋， 使喜爱 ； 认为有,to fasten or connect one object to another,It’s easy to become attached to the children you work with.,sholvoir;toefl;exam;core,
cornerstone,'kɔrnɚston,n  墙角石， 奠基石； 基础,something that is extremely important because everything else depends on it,Research is the cornerstone of the profession.,sholvoir;toefl;exam;core,
quiz,kwɪz,n 小测验；智力竞赛; vt  测验； 盘问， 查问， 询问,a competition or game in which people have to answer questions; to ask someone a lot of questions,a love quiz in a magazine,sholvoir;toefl;exam;core,
inclination,'ɪnklə'neʃən,n  爱好， 意愿； 趋向， 趋势； 倾斜度,a feeling that makes you want to do something,My natural inclination was to say no.,sholvoir;toefl;exam;core,
participate,pɑr'tɪsə'pet,vi  参与， 参加,to take part in an activity or event,Some members refused to participate.,sholvoir;toefl;exam;core,
ingredient,ɪn'ɡridɪənt,n  成分， 要素； 原料,one of the foods that you use to make a particular food or dish,Combine all the ingredients in a large bowl.,sholvoir;toefl;exam;core,
consolidate,kən'sɑlɪdet,v  巩固； 合并,"to strengthen the position of power or success that you have, so that it becomes more effective or continues for longer",The company has consolidated its position as the country’s leading gas supplier.,sholvoir;toefl;exam;core,
biochemical,'baɪo'kɛmɪkl,adj  生物化学的， 生化的,"Biochemical changes, reactions, and mechanisms relate to the chemical processes that happen in living things",Starvation brings biochemical changes in the body.,sholvoir;toefl;exam;core,
librarian,laɪ'brɛrɪən,n  图书馆馆长； 图书管理员,someone who works in a library,The new librarian is a friend of mine.,sholvoir;toefl;exam;core,
contour,'kɑntʊr,n  等高线； 轮廓,the shape of the outer edges of something such as an area of land or someone’s body,the contours of the hills,sholvoir;toefl;exam;core,
lyric,'lɪrɪk,adj 抒情的; n 抒情诗；,"expressing strong personal emotions such as love, in a way that is similar to music in its sounds and  rhythm ; a poem, usually a short one, written in a lyric style",Wordsworth was one of the greatest lyric poets of his time.,sholvoir;toefl;exam;core,
suborn,sə'bɔrn,vt  收买， 买通， 唆使,"to persuade someone to tell lies in a court of law or to do something else that is illegal, especially for money",an attempt to suborn a witness,sholvoir;toefl;exam;core,
clan,klæn,n  家族， 宗族， 氏族； 帮派,a large group of families who often share the same name,the Campbell clan,sholvoir;toefl;exam;core,
purple,'pɝpl,adj 紫色的; n  紫色,having a dark colour that is a mixture of red and blue; a dark colour that is a mixture of red and blue,His face turned purple with rage.,sholvoir;toefl;exam;core,
quit,kwɪt,v  停止； 放弃； 离开； 辞,to leave a house or apartment that you have been renting,The landlord gave them notice to quit the premises within seven days.,sholvoir;toefl;exam;core,
clam,klæm,n  蛤， 蛤肉； 〈口〉守口如瓶的人， 寡言的人,a  shellfish  you can eat that has a shell in two parts that open up,clam chowder (= a type of soup ),sholvoir;toefl;exam;core,
economical,",ɛkə'nɑmɪkl",adj  经济的， 实惠的； 节俭的， 节约的； 精打细算的,"using money, time, goods etc carefully and without wasting any",A small car is more economical to run.,sholvoir;toefl;exam;core,
polish,'pɑlɪʃ,v  磨光， 擦亮； 修改， 润色; n  上光剂,"to make something smooth, bright, and shiny by rubbing it; a liquid, powder, or other substance that you rub into a surface to make it smooth and shiny",I spent all afternoon polishing the silver.,sholvoir;toefl;exam;core,
cabinet,'kæbɪnət,n  内阁； 储藏柜， 陈列柜,the politicians with important positions in a government who meet to make decisions or advise the leader of the government,a cabinet meeting,sholvoir;toefl;exam;core,
ordinal,'ɔrdənl,adj 序数的；顺序的; n  序数词,denoting a certain position in a sequence of numbers ,"Net of all the other variables included in the ordinal multiple regression equations, education is not significantly correlated with the frequency of binge drinking and getting drunk.",sholvoir;toefl;exam;core,
insurance,ɪn'ʃʊrəns,n  保险； 保险费； 保险业,"an arrangement with a company in which you pay them money, especially regularly, and they pay the costs if something bad happens, for example if you become ill or your car is damaged",Your father took out insurance to cover the mortgage.,sholvoir;toefl;exam;core,
principle,'prɪnsəpl,n  原则； 原理； 道德准则， 行为规范； 信念,"a moral rule or belief about what is right and wrong, that influences how you behave",Schools try to teach children a set of principles.,sholvoir;toefl;exam;core,
tedious,'tidɪəs,adj  单调乏味的， 令人厌烦的,something that is tedious continues for a long time and is not interesting,The work was tiring and tedious.,sholvoir;toefl;exam;core,
source,sɔrs,n  源， 源泉； 来源， 出处； 信息来源,"a thing, place, activity etc that you get something from",They get their money from various sources.,sholvoir;toefl;exam;core,
telecommunication,",tɛlɪkə,mjʊnə'keʃən",n  电信,"the telegraphic or telephonic communication of audio, video, or digital information over a distance by means of radio waves, optical signals, etc, or along a transmission line ","Connect wires and pipes for water, power and telecommunication from outside to the site specified in special terms to meet construction demands.",sholvoir;toefl;exam;core,
participant,pɑr'tɪsəpənt,n  参与者； 参赛者,someone who is taking part in an activity or event,40 of the course participants are offered employment with the company.,sholvoir;toefl;exam;core,
initiate,ɪ'nɪʃɪet,vt  发起， 开始， 创始； 接纳， 让…加入; n  新加入组织的人,"to arrange for something important to start, such as an official process or a new plan; someone who has been allowed to join a particular organization, club, or group and has been taught its secrets",They have decided to initiate legal proceedings against the newspaper.,sholvoir;toefl;exam;core,
domestic,də'mɛstɪk,adj  国内的； 家庭的； 驯养的,relating to or happening in one particular country and not involving any other countries,Unfortunately his domestic life wasn’t very happy.,sholvoir;toefl;exam;core,
detergent,dɪ'tɝdʒənt,adj  净化的， 清洁的; n 清洁剂,"a liquid or powder used for washing clothes, dishes etc","During dry place, keep within the new air circulation, avoid rain and insolate, also can use some detergent to remove odor.",sholvoir;toefl;exam;core,
glare,ɡlɛr,v  怒目而视； 发出刺眼的光; n 耀眼的光；怒视，瞪眼,to look angrily at someone for a long time; a bright unpleasant light which hurts your eyes,The sun glared down on us.,sholvoir;toefl;exam;core,
terrestrial,tə'rɛstrɪəl,adj  陆地的， 陆生的， 陆栖的； 地球的,relating to the Earth rather than to the moon or other  planets ,...terrestrial life forms.,sholvoir;toefl;exam;core,
deception,dɪ'sɛpʃən,n  骗局； 诡计； 欺骗， 欺诈,the act of deliberately making someone believe something that is not true,She didn’t have the courage to admit to her deception.,sholvoir;toefl;exam;core,
compile,kəm'paɪl,vt  汇编； 编辑， 编纂,"to make a book, list, record etc, using different pieces of information, music etc",The document was compiled by the Department of Health.,sholvoir;toefl;exam;core,
bias,'baɪəs,n 偏见，偏心; vt  使有偏见， 使偏心,"an opinion about whether a person, group, or idea is good or bad that influences how you deal with it; to unfairly influence attitudes, choices, or decisions",Students were evaluated without bias.,sholvoir;toefl;exam;core,
fume,fjum,vi  冒烟； 大为恼火,to give off smoke or gases,,sholvoir;toefl;exam;core,
budget,'bʌdʒɪt,v 做预算; adj  价格低廉的; n 预算,"to carefully plan and control how much money you spend and what you will buy with it; Budget is used in advertising to suggest that something is being sold cheaply; the money that is available to an organization or person, or a plan of how it will be spent",We’ll have to budget more carefully.,sholvoir;toefl;exam;core,
radiate,'redɪet,v  辐射， 发射； 流露， 显示； 自中心向各方伸展,"if someone radiates a feeling, or if it radiates from them, it is very easy to see that this is how they feel",He radiated calm confidence.,sholvoir;toefl;exam;core,
tension,'tɛnʃən,n  紧张； 拉紧； 张力,the feeling that exists when people or countries do not trust each other and may suddenly attack each other or start arguing,"The tension was becoming unbearable, and I wanted to scream.",sholvoir;toefl;exam;core,
tenuous,'tɛnjuəs,adj  纤细的； 稀薄的； 脆弱的,"a situation or relationship that is tenuous is uncertain, weak, or likely to change","For now, the band’s travel plans are tenuous.",sholvoir;toefl;exam;core,
reflection,rɪ'flɛkʃən,n  反映； 映像； 深思， 考虑； 回忆； 记录， 描述,"an image that you can see in a mirror, glass, or water",Can you see your reflection in the glass?,sholvoir;toefl;exam;core,
campus,'kæmpəs,n  校园,"the land and buildings of a university or college, including the buildings where students live",a beautiful campus in New England,sholvoir;toefl;exam;core,
ultimate,ˈʌltəmɪt,adj 最后的，最终的；根本的; n  最好的事物； 最大的或最先进的事物,"someone’s ultimate aim is their main and most important aim, that they hope to achieve in the future",The ultimate outcome of the experiment cannot be predicted.,sholvoir;toefl;exam;core,
prosecute,'prɑsɪ'kjʊt,v  起诉， 控告， 检举； 担任控方律师； 继续从事,to charge someone with a crime and try to show that they are guilty of it in a court of law,Shoplifters will be prosecuted.,sholvoir;toefl;exam;core,
verbal,'vɝbl,adj  口头的； 言辞的； 动词的,spoken rather than written,verbal skills,sholvoir;toefl;exam;core,
district,'dɪstrɪkt,n  地区， 区域； 管区， 行政区,"an area of a town or the countryside, especially one with particular features",a postal district,sholvoir;toefl;exam;core,
arboreal,ɑr'bɔrɪəl,adj  树栖的； 树木的,"relating to trees, or living in trees",...arboreal marsupials which resemble monkeys.,sholvoir;toefl;exam;core,
overall,",ovə'rɔl",adv  总共; adj 全面的，综合的; n  工作服， 工装裤,"considering or including everything; considering or including everything; heavy cotton trousers with a piece covering your chest, held up by pieces of cloth that go over your shoulders",Williams came fifth overall.,sholvoir;toefl;exam;core,
assume,ə'sum,vt  假定； 承担,"to think that something is true, although you do not have definite proof",I think we can safely assume (=  it is almost certain  ) that interest rates will go up again soon.,sholvoir;toefl;exam;core,
pepper,'pɛpɚ,n 胡椒；辣椒; vt  撒胡椒粉； 大量给予,a powder that is used to add a hot taste to food; to add pepper to food,salt and pepper,sholvoir;toefl;exam;core,
mellow,'mɛlo,adj 醇香的；柔和的；成熟的; v  醇香； 柔和； 成熟,"a mellow colour or light looks soft, warm, and not too bright",the mellow golden light of early evening,sholvoir;toefl;exam;core,
concept,'kɑnsɛpt,n  概念， 观念； 设想,"an idea of how something is, or how something should be done",a new concept in business travel,sholvoir;toefl;exam;core,
impersonal,ɪm'pɝsnl,adj  没有人情味的， 冷淡的； 客观的,"not showing any feelings of sympathy, friendliness etc",Business letters do not have to be impersonal and formal.,sholvoir;toefl;exam;core,
millennium,məˈlɛniəm,n 一千年，千年期,"a period of 1,000 years",people who have inhabited this land for millennia,sholvoir;toefl;exam;core,
resistant,rɪ'zɪstənt,adj  抵抗的， 有抵抗力的； 抵制的； 抗…的， 耐…的,not damaged or affected by something,Some people are very resistant to the idea of exercise.,sholvoir;toefl;exam;core,
salamander,'sæləmændɚ,n  火蜥蜴； 火蛇,,,sholvoir;toefl;exam;core,
disaster,dɪ'zæstɚ,n  灾难； 彻底的失败,"a sudden event such as a flood, storm, or accident which causes great damage or suffering",One hundred and twenty people died in China’s worst air disaster .,sholvoir;toefl;exam;core,
stark,stɑrk,adv  十足; adj 赤裸的；严酷的，严峻的；明显的，鲜明的；十足的，极端的,unpleasantly clear and impossible to avoid,The movie shows the stark realities of life in the ghetto.,sholvoir;toefl;exam;core,
hitch,hɪtʃ,v 搭便车；提起，拉起；拴住; n  故障， 障碍,to get free rides from the drivers of passing cars by standing at the side of the road and putting a hand out with the thumb raised; a small problem that makes something difficult or delays it for a short time,"There was no garage in sight, so I hitched a lift into town.",sholvoir;toefl;exam;core,
perceptual,pɚ'sɛptʃuəl,adj  感知的， 知觉的,Perceptual means relating to the way people interpret and understand what they see or notice,Some children have more finely trained perceptual skills than others.,sholvoir;toefl;exam;core,
furry,ˈfɜri,adj  毛皮似的； 盖着毛皮的； 生苔的,covered with fur or short threads,furry kittens,sholvoir;toefl;exam;core,
enhance,ɪn'hæns,vt  提高； 增强,to improve something,Good lighting will enhance any room.,sholvoir;toefl;exam;core,
convention,kən'vɛnʃən,n  会议； 习俗， 惯例； 公约,"a formal agreement, especially between countries, about particular rules or behaviour",a teachers’ convention,sholvoir;toefl;exam;core,
cranial,'krenɪəl,n  头盖骨的， 颅骨的,,"Methods: The location of bony ""window"" and mastoid foramen were studied , and the distance from bony ""window"" to cerebellopontine angle was measured on 18 dry and 12 wet cranial bones.",sholvoir;toefl;exam;core,
purchase,'pɝtʃəs,n 购买；购买的物品; vt  购买,"something you buy, or the act of buying it; to buy something",She paid for her purchases and left.,sholvoir;toefl;exam;core,
shore,ʃɔr,n 滨，岸; vt  支撑， 支持,the land along the edge of a large area of water such as an ocean or lake; to prop or make safe with or as if with a shore ,We could see a boat about a mile from shore.,sholvoir;toefl;exam;core,
teem,tim,vi  充满， 到处都是,"If you say that a place is teeming with people or animals, you mean that it is crowded and the people and animals are moving around a lot","For most of the year, the area is teeming with tourists.",sholvoir;toefl;exam;core,
anomie,'ænəmi,n  社会道德沦丧， 失范； 混乱,lack of social or moral standards in an individual or society ,The moral management is a new concept derived from the social management. But which it faces is still the old problems of moral anomie and reconstruction of social order.,sholvoir;toefl;exam;core,
chlorine,'klɔrin,n  氯,a greenish-yellow gas with a strong smell that is used to keep the water in swimming pools clean. It is a chemical element: symbol Cl,One of the products of this breakdown is the element chlorine.,sholvoir;toefl;exam;core,
manage,'mænɪdʒ,v  勉力完成； 应付； 操纵， 控制； 管理,"to direct or control a business or department and the people, equipment, and money involved in it",He was asked to manage a new department.,sholvoir;toefl;exam;core,
equal,'ikwəl,adj 相同的; vt 等于；相当于; n  同等的人； 相等的事物,"the same in size, number, amount, value etc as something else; to be exactly the same in size, number, or amount as something else; someone who is as important, intelligent etc as you are, or who has the same rights and opportunities as you do",Investors can borrow an amount equal to the property's purchase price.,sholvoir;toefl;exam;core,
stylish,'staɪlɪʃ,adj  漂亮的， 时髦的； 高雅的， 有格调的,attractive in a fashionable way,a stylish woman in her forties,sholvoir;toefl;exam;core,
marvel,'mɑrvl,v 对…感到惊异，大为赞叹; n  令人惊异的人， 奇迹； 不凡的成果,"to feel or express great surprise or admiration at something, especially someone’s behaviour; You can describe something or someone as a marvel to indicate that you think that they are wonderful","‘The man is a genius,’ marvelled Claire.",sholvoir;toefl;exam;core,
silicon,'sɪlɪkən,n  硅,"a chemical substance that exists as a solid or as a powder and is used to make glass, bricks, and parts for computers. It is a chemical element: symbol Si",But the brittleness of silicon limits its uses.,sholvoir;toefl;exam;core,
silicate,'sɪlɪket,n  硅酸盐,one of a group of common solid mineral substances that exist naturally in the Earth,"Beryl is a beryllium-aluminum silicate, and its color comes from small amounts of chromium.",sholvoir;toefl;exam;core,
fund,fʌnd,n 基金，专款；储备，蕴藏；; vt  为…提供资金,"an amount of money that is collected and kept for a particular purpose; to provide money for an activity, organization, event etc",The fund was set up to try to save the cathedral.,sholvoir;toefl;exam;core,
gravity,ˈɡrævətɪ,n  重力； 严重性； 严肃， 庄严,the force that causes something to fall to the ground or to be attracted to another  planet ,the force of gravity,sholvoir;toefl;exam;core,
recipient,rɪ'sɪpɪənt,n  接受者， 收受者,someone who receives something,...the largest recipient of U.S. foreign aid.,sholvoir;toefl;exam;core,
mesmerize,'mɛzməraɪz,vt  施催眠术； 使入迷， 迷住,"if you are mesmerized by someone or something, you cannot stop watching them or listening to them because they are so attractive or have such a powerful effect",The first time I saw Diana I was mesmerized by her beauty.,sholvoir;toefl;exam;core,
finance,'faɪnæns,vt 给…提供资金; n 财政，金融；,"to provide money, especially a lot of money, to pay for something; the management of money by governments, large organizations etc",The concerts are financed by the Arts Council.,sholvoir;toefl;exam;core,
stash,stæʃ,vt 隐藏，藏匿; n  贮藏物,"to store something secretly or safely somewhere; an amount of something that is kept in a secret place, especially money, weapons, or drugs",We went for the bottle of whisky that we had stashed behind the bookcase.,sholvoir;toefl;exam;core,
parking,'pɑrkɪŋ,n  机动车停放； 停车场,the act of parking a car or other vehicle,No Parking (= used on signs ),sholvoir;toefl;exam;core,
studio,'studɪo,n  工作室， 画室； 摄影室， 演播室， 录音室； 练习室； 电影公司,a room where television and radio programmes are made and broadcast or where music is recorded,a TV studio,sholvoir;toefl;exam;core,
incur,ɪn'kɝ,vt  招致， 招惹， 遭受,"if you incur something unpleasant, it happens to you because of something you have done",The government had also incurred huge debts.,sholvoir;toefl;exam;core,
downward,'daʊnwɚd,adv 向下，往下; adj  向下的,"If you want to emphasize that a statement applies to everyone in an organization, you can say that it applies from its leader downward; moving or pointing towards a lower position",...from the president downward.,sholvoir;toefl;exam;core,
plump,plʌmp,adj  微胖的； 丰满的,"slightly fat in a fairly pleasant way – used especially about women or children, often to avoid saying the word ‘fat’",The nurse was a cheerful plump woman.,sholvoir;toefl;exam;core,
abreast,ə'brɛst,adv  并列地， 并排地,"to walk, ride etc next to each other, all facing the same way","As the car drew abreast of him, Jack suddenly recognised the driver.",sholvoir;toefl;exam;core,
recoil,'rikɔɪl,vi 弹回；后退，退缩；产生后坐力; n  后退， 退缩； 反冲， 后坐力,to move back suddenly and quickly from something you do not like or are afraid of,We recoil in horror from the thought of subjecting someone to extreme pain.,sholvoir;toefl;exam;core,
regulate,'rɛɡjulet,v  管理， 控制； 调整， 调节； 校准,"to control an activity or process, especially by rules",strict rules regulating the use of chemicals in food,sholvoir;toefl;exam;core,
interactive,",ɪntɚ'æktɪv",adj  交互式的； 合作的， 互相配合的,"an interactive computer program, television system etc allows you to communicate directly with it, and does things in reaction to your actions",interactive computer systems,sholvoir;toefl;exam;core,
listless,'lɪstləs,adj  倦怠的， 没精打采的,feeling tired and not interested in things,The heat was making me listless.,sholvoir;toefl;exam;core,
gland,ɡlænd,n  腺,"an organ of the body which produces a substance that the body needs, such as hormones, sweat, or saliva",the pituitary gland,sholvoir;toefl;exam;core,
complementary,'kɑmplə'mɛntri,adj  补充的； 互补的,"complementary things go well together, although they are usually different",The computer and the human mind have different but complementary abilities.,sholvoir;toefl;exam;core,
consistency,kən'sɪstənsi,n  浓度， 密度； 一致性， 协调； 连接， 结合,"the quality of always being the same, doing things in the same way, having the same standards etc – used to show approval",She scores goals with remarkable consistency.,sholvoir;toefl;exam;core,
ordeal,ɔr'dil,n  折磨； 严峻考验,,He was beginning to wonder if he would survive the ordeal.,sholvoir;toefl;exam;core,
primate,'praɪmet,n  灵长类， 灵长目动物； 大主教,a member of the group of animals that includes humans and monkeys,The woolly spider monkey is the largest primate in the Americas.,sholvoir;toefl;exam;core,
wispy,'wɪspi,adj  成束的； 纤细的,,The white floodlight shines through the wispy tule and makes thin shadows.,sholvoir;toefl;exam;core,
premise,ˈpremɪs,n  房屋和地基， 经营场址； 前提， 假设,"the buildings and land that a shop, restaurant, company etc uses",Schools may earn extra money by renting out their premises.,sholvoir;toefl;exam;core,
colonize,'kɑlənaɪz,vt  聚居于， 大批生长于； 开拓殖民地， 移居于,"to establish political control over an area or over another country, and send your citizens there to settle",a dead tree that has been colonized by ants,sholvoir;toefl;exam;core,
season,'sizn,n  季节； 时节； 时期,"one of the main periods into which a year is divided, each of which has a particular type of weather. The seasons are spring, summer, autumn, and winter",the effect on plants as the seasons start to change,sholvoir;toefl;exam;core,
controversial,",kɑntrə'vɝʃl",adj  引起争论的， 有争议的,"causing a lot of disagreement, because many people have strong opinions about the subject being discussed",the controversial issue of welfare reform,sholvoir;toefl;exam;core,
attain,ə'ten,vt  达到； 获得,to succeed in achieving something after trying for a long time,More women are attaining positions of power.,sholvoir;toefl;exam;core,
tenant,'tɛnənt,n 房客，承租人; vt  居住,"someone who lives in a house, room etc and pays rent to the person who owns it",The desk was left by the previous tenant.,sholvoir;toefl;exam;core,
gallery,'gæləri,n  画廊， 美术馆,a large building where people can see famous pieces of art,an exhibition of African art at the Hayward Gallery,sholvoir;toefl;exam;core,
restoration,'rɛstə'reʃən,n  恢复； 整修， 修复； 复位， 复原； 归还,"when you repair something such as an old building or a piece of furniture, so that it looks the same as when it was first built or made",Major restoration work will begin in May.,sholvoir;toefl;exam;core,
pale,pel,vi  变得苍白， 变得暗淡; adj 苍白的；淡色的；暗淡的，微弱的,"if your face pales, it becomes whiter than usual because you have had a shock; having a skin colour that is very white, or whiter than it usually is",Kent’s face paled when he saw that Rob had a knife.,sholvoir;toefl;exam;core,
hardware,'hɑrdwɛr,n  五金制品， 金属制品； 硬件,"computer machinery and equipment, as opposed to the programs that make computers work",...a shop from which an uncle had sold hardware and timber.,sholvoir;toefl;exam;core,
batter,'bætɚ,v 连续猛击; n  击球手； 面糊,"to hit someone or something many times, in a way that hurts or damages them; a mixture of flour, eggs, milk etc, used in cooking and for making bread, cakes etc",He was battered to death .,sholvoir;toefl;exam;core,
wretch,rɛtʃ,n  不幸的人； 恶棍， 无赖,someone that you feel sorry for,"He was a lonely, miserable wretch.",sholvoir;toefl;exam;core,
priority,praɪ'ɔrəti,n  优先权， 优先； 优先考虑的事， 最重要的事,the right to be given attention first and before other people or things,I want to start work on the garden but the house must take priority .,sholvoir;toefl;exam;core,
metallic,mə'tælɪk,adj  金属般的； 金属制的； 含金属的,a metallic noise sounds like pieces of metal hitting each other,The key turned in the lock with a loud metallic click.,sholvoir;toefl;exam;core,
creative,krɪ'etɪv,adj  有创造力的， 创造性的,involving the use of imagination to produce new ideas or things,This job is so boring. I wish I could do something more creative.,sholvoir;toefl;exam;core,
mythology,mɪ'θɑlədʒi,n  神话； 神话学； 虚幻的想法,set of ancient myths,characters from classical mythology,sholvoir;toefl;exam;core,
shuttle,'ʃʌtl,v 穿梭往返；短程往返运送; n  航天飞机； 梭子； 航班,to travel frequently between two places; a  space shuttle ,The passengers were shuttled to the hotel by bus.,sholvoir;toefl;exam;core,
allocate,'æləket,vt  分配， 分派， 把…拨给,"to use something for a particular purpose, give something to a particular person etc, especially after an official decision has been made",Tickets are limited and will be allocated to those who apply first.,sholvoir;toefl;exam;core,
bagel,'beɡl,n  硬面包圈,a small ring-shaped type of bread,Imagine the economy is a bagel bakery struggling through a slow week.,sholvoir;toefl;exam;core,
primary,'praɪmɛri,adj  最初的； 首要的； 基本的,most important,Our primary concern is to provide the refugees with food and health care.,sholvoir;toefl;exam;core,
