word,phonetic,definition_zh,definition_en,example,tags,audio_file
stark,stɑrk,adj  光秃秃的； 荒凉的； 僵硬的； 完全的,"very plain in appearance, with little or no colour or decoration","In the cold dawn light, the castle looked stark and forbidding.",sholvoir;gre;exam;core,
bellow,'bɛlo,v  咆哮； 吼叫,to shout loudly in a deep voice,‘That’s your problem!’ bellowed Hurley.,sholvoir;gre;exam;core,
progeny,'prɑdʒəni,n  后代， 子孙,the babies of animals or plants,Sarah with her numerous progeny,sholvoir;gre;exam;core,
agnostic,æg'nɑstɪk,adj 不可知论的; n  不可知论者,someone who believes that people cannot know whether God exists or not,"She was an atheist, and I was an agnostic.",sholvoir;gre;exam;core,
intermingle,",ɪntɚ'mɪŋɡl",v  混合， 掺杂,"to mix together, or mix something with something else（",The pain and the anger were intermingled.,sholvoir;gre;exam;core,
bicker,'bɪkɚ,v  争吵， 口角,"to argue, especially about something very unimportant",I wish you two would stop bickering.,sholvoir;gre;exam;core,
restorative,rɪ'stɔrətɪv,adj  恢复健康的,making you feel healthier or stronger,the restorative power of sleep,sholvoir;gre;exam;core,
teem,tim,v  充满； 到处都是； 暴降， 倾注,"If you say that a place is teeming with people or animals, you mean that it is crowded and the people and animals are moving around a lot","For most of the year, the area is teeming with tourists.",sholvoir;gre;exam;core,
foreshadow,fɔr'ʃædo,v  成为先兆， 预示,to show or say that something will happen in the future,The revolution foreshadowed an entirely new social order.,sholvoir;gre;exam;core,
marvel,'mɑrvl,v 对…感到惊异; n  奇迹,"to feel or express great surprise or admiration at something, especially someone’s behaviour; You can describe something or someone as a marvel to indicate that you think that they are wonderful","‘The man is a genius,’ marvelled Claire.",sholvoir;gre;exam;core,
recipient,rɪ'sɪpɪənt,n  接受者， 收受者,someone who receives something,...the largest recipient of U.S. foreign aid.,sholvoir;gre;exam;core,
replete,rɪ'plit,adj  充满的， 供应充足的,full of something,The harbour was replete with boats.,sholvoir;gre;exam;core,
blemish,'blɛmɪʃ,v 损害；玷污; n  瑕疵， 缺点,"to spoil the beauty or appearance of something, so that it is not perfect; a small mark, especially a mark on someone’s skin or on the surface of an object, that spoils its appearance",He wasn't about to blemish that pristine record.,sholvoir;gre;exam;core,
befuddle,bɪ'fʌdl,v  使迷惑不解； 使酒醉昏迷,"If something befuddles you, it confuses your mind or thoughts",...problems that are befuddling them.,sholvoir;gre;exam;core,
stash,stæʃ,v  藏匿,to store something secretly or safely somewhere,We went for the bottle of whisky that we had stashed behind the bookcase.,sholvoir;gre;exam;core,
inundate,'ɪnʌndet,v  淹没， 泛滥； 压倒,to cover an area with a large amount of water,The tidal wave inundated vast areas of cropland.,sholvoir;gre;exam;core,
measured,'mɛʒɚd,adj  量过的， 精确的； 慎重的， 恰如其分的,"if you do something in a measured way, you do it in a careful and controlled way, not in an excited or sudden way",a measured response to the problem,sholvoir;gre;exam;core,
rewarding,rɪ'wɔrdɪŋ,adj  有益的， 值得的,"making you feel happy and satisfied because you feel you are doing something useful or important, even if you do not earn much money",Teaching can be a very rewarding career.,sholvoir;gre;exam;core,
abreast,ə'brɛst,adv  并列， 并排,"to walk, ride etc next to each other, all facing the same way","As the car drew abreast of him, Jack suddenly recognised the driver.",sholvoir;gre;exam;core,
complementary,'kɑmplə'mɛntri,adj  互补的,"complementary things go well together, although they are usually different",The computer and the human mind have different but complementary abilities.,sholvoir;gre;exam;core,
extant,ɛk'stænt,adj  现存的， 现有的,still existing in spite of being very old,Few of the manuscripts are still extant.,sholvoir;gre;exam;core,
undemonstrable,ˌʌndɪ'mɑːnstrəbl,adj  无法证明的， 难以证明的,,,sholvoir;gre;exam;core,
restoration,'rɛstə'reʃən,n  恢复， 复原,"the act of bringing back a law, tax, or system of government",Major restoration work will begin in May.,sholvoir;gre;exam;core,
epidermis,",ɛpɪ'dɝmɪs",n  表皮， 外皮,the outside layer of your skin,"Althouth very thin , the epidermis serves to protect the underlying dermis.",sholvoir;gre;exam;core,
inveigh,ɪn've,v  痛骂， 猛烈抨击,"If you inveigh against something, you criticize it strongly",A lot of his writings inveigh against luxury and riches.,sholvoir;gre;exam;core,
anathema,ə'næθəmə,n  被诅咒的人； 革出教门， 诅咒,,Violence was anathema to them.,sholvoir;gre;exam;core,
monochromatic,",mɑnəkrə'mætɪk",adj  单色的,(of light or other electromagnetic radiation) having only one wavelength ,This obviously is the limiting case of the idealized monochromatic wave .,sholvoir;gre;exam;core,
undistorted,ˌʌndɪ'stɔːrtɪd,adj  未失真的,,"But how do we know we have the true, undistorted picture of reality?",sholvoir;gre;exam;core,
detonate,'dɛtənet,v  爆炸， 引爆,to explode or to make something explode,France is expected to detonate its first nuclear device in the next few days.,sholvoir;gre;exam;core,
prudish,'prudɪʃ,adj  过分守礼的， 假道学的,,,sholvoir;gre;exam;core,
vagary,'veiɡəri,n  奇想， 异想天开,,,sholvoir;gre;exam;core,
serried,'sɛrɪd,adj  密集的,standing or arranged closely together in rows,the serried ranks of reporters waiting outside,sholvoir;gre;exam;core,
newsworthy,'nuzwɝði,adj  有新闻价值的， 有报道价值的,"important or interesting enough to be reported in newspapers, on the radio, or on television",newsworthy events,sholvoir;gre;exam;core,
benefactor,'bɛnɪfæktɚ,n  行善者， 捐助者,someone who gives money for a good purpose,An anonymous benefactor donated $2 million.,sholvoir;gre;exam;core,
competence,'kɑmpɪtəns,n  胜任， 能力,the ability to do something well,Typing is considered by most employers to be a basic competence.,sholvoir;gre;exam;core,
frivolous,'frɪvələs,adj  轻薄的， 轻佻的,"If you describe someone as frivolous, you mean they behave in a silly or light-hearted way, rather than being serious and sensible",I just decided I was a bit too frivolous to be a doctor.,sholvoir;gre;exam;core,
waddle,'wɑdl,v  摇摇摆摆地走,"to walk with short steps, with your body moving from one side to another – used especially about people or birds with fat bodies and short legs",,sholvoir;gre;exam;core,
assure,ə'ʃʊr,v  保证； 使确信,to tell someone that something will definitely happen or is definitely true so that they are less worried,"The document is genuine, I can assure you .",sholvoir;gre;exam;core,
pretext,'pritɛkst,n  借口,"a false reason given for an action, in order to hide the real reason",He’ll phone on some pretext or other.,sholvoir;gre;exam;core,
consult,kən'sʌlt,v 请教，咨询，商量; n  咨询,to ask for information or advice from someone because it is their job to know something,"If symptoms persist, consult a doctor without delay.",sholvoir;gre;exam;core,
gracious,'ɡreʃəs,adj  大方的， 和善的； 奢华的； 优美的， 雅致的,,"Sibyl was the most gracious, helpful, and generous person to work with.",sholvoir;gre;exam;core,
survive,sɚ'vaɪv,v  幸存,"to continue to live after an accident, war, or illness",Only 12 of the 140 passengers survived.,sholvoir;gre;exam;core,
dehumanize,",di'hjumənaɪz",v  使失掉人性,to treat people so badly that they lose their good human qualities,War dehumanizes people.,sholvoir;gre;exam;core,
adversary,'ædvɚsɛri,adj  对手的， 敌对的; n 对手，敌手,a country or person you are fighting or competing against,His business rivals knew they could expect no quarter from such a ruthless adversary.,sholvoir;gre;exam;core,
precarious,prɪˈkɛrɪəs,adj  根据不足的， 未证实的； 不稳固的， 危险的,a precarious situation or state is one which may very easily or quickly become worse,"Her health remained precarious, despite the treatment.",sholvoir;gre;exam;core,
conceptual,kən'sɛptʃʊəl,adj  概念上的,"dealing with ideas, or based on them",the conceptual framework of the play,sholvoir;gre;exam;core,
evince,ɪ'vɪns,v  表明， 表示,to show a feeling or have a quality in a way that people can easily notice,She evinced no surprise at seeing them together.,sholvoir;gre;exam;core,
furor,'fjʊrrɔr,n  喧闹， 轰动； 盛怒,,,sholvoir;gre;exam;core,
agoraphobic,",æɡərə'fobɪk",n&adj  患旷野恐惧症的,someone who suffers from agoraphobia,The avid comic book reader considers himself a borderline agoraphobic with mild-to-severe anxiety issues who wishes he were a superhero himself.,sholvoir;gre;exam;core,
tweak,twik,v  扭， 拧， 揪； 调节， 微调,to suddenly pull or twist something,She leant forward and tweaked both ends of his moustache.,sholvoir;gre;exam;core,
incubation,",ɪŋkju'beʃən",n  孵卵期； 潜伏期,,,sholvoir;gre;exam;core,
belligerence,bə'lɪdʒərəns,n  交战； 好战性， 斗争性,,,sholvoir;gre;exam;core,
prevalent,'prɛvələnt,adj  流行的， 盛行的,"common at a particular time, in a particular place, or among a particular group of people",the prevalent belief in astrology,sholvoir;gre;exam;core,
cling,klɪŋ,v  紧紧抓住； 坚持,"to hold someone or something tightly, especially because you do not feel safe",Another man was rescued as he clung to the riverbank.,sholvoir;gre;exam;core,
satire,'sætaɪɚ,n  讽刺,"a way of criticizing something such as a group of people or a system, in which you deliberately make them seem funny so that people will see their faults",the characteristic use of satire in Jonson’s work,sholvoir;gre;exam;core,
projectile,prə'dʒɛktl,n  抛射体,"an object that is thrown at someone or is fired from a gun or other weapon, such as a bullet, stone, or  shell ",The vertical and horizontal motions of a projectile can be treated independently.,sholvoir;gre;exam;core,
oasis,o'esɪs,n  绿洲,a place with water and trees in a desert,The immaculately tended gardens are an oasis in the midst of Cairo's urban sprawl.,sholvoir;gre;exam;core,
satiny,'sætni,adj  光滑的， 柔软的,"smooth, shiny, and soft","women in tight, satiny dresses",sholvoir;gre;exam;core,
compact,'kɑmpækt,adj 坚实的；简洁的; n  合同， 协议,"small, but solid and strong; an agreement between countries or people",a short compact-looking man,sholvoir;gre;exam;core,
irrigate,'ɪrəget,v  灌溉； 冲洗 with a stream of liquid),to supply land or crops with water,The water in Lake Powell is used to irrigate the area.,sholvoir;gre;exam;core,
appetizing,'æpə'taɪzɪŋ,adj  美味可口的， 促进食欲的,"food that is appetizing smells or looks very good, making you want to eat it",an appetizing aroma,sholvoir;gre;exam;core,
enlightening,in'laitəniŋ,adj  有启迪作用的； 使人领悟的,,,sholvoir;gre;exam;core,
audible,'ɔdəbl,adj  听得见的,a sound that is audible is loud enough for you to hear it,His voice was barely audible (=  could only just be heard  ) above the roar of the crowd.,sholvoir;gre;exam;core,
celebrated,'sɛlə'bretɪd,adj  有名的， 知名的,famous,a celebrated actress,sholvoir;gre;exam;core,
offish,'ɔfɪʃ,adj  冷淡的,,,sholvoir;gre;exam;core,
showy,'ʃoi,adj  俗艳的； 炫耀的,,an attractive shrub with showy flowers,sholvoir;gre;exam;core,
stylize,"'staɪ,laɪz",v  使…风格化,,,sholvoir;gre;exam;core,
depredation,",dɛprə'deʃən",n  劫掠， 蹂躏,an act of taking or destroying something,Much of the region's environmental depredation is a result of poor planning.,sholvoir;gre;exam;core,
ambush,'æmbʊʃ,v  埋伏; n 埋伏；伏击,"If a group of people ambush their enemies, they attack them after hiding and waiting for them; a sudden attack on someone by people who have been hiding and waiting for them, or the place where this happens",The Guatemalan army says rebels ambushed and killed 10 patrolmen.,sholvoir;gre;exam;core,
impressionable,ɪm'prɛʃənəbl,adj  易受影响的,"someone who is impressionable is easily influenced, especially because they are young",The kids are at an impressionable age.,sholvoir;gre;exam;core,
cynosure,'sɪnəʃʊr,n  注意的焦点,,"The princess, dressed head to foot in gold, was the cynosure of all eyes.",sholvoir;gre;exam;core,
harrow,'hærəu,v  耙地； 使痛苦; n 耙,"to draw a harrow over (land) ; a farming machine with sharp metal blades, used to break up the earth before planting crops",He is removing weeds with a harrow in the rice field.,sholvoir;gre;exam;core,
nimble,'nɪmbl,adj  敏捷的， 灵活的,able to move quickly and easily with light neat movements,nimble fingers,sholvoir;gre;exam;core,
undergird,",ʌndə'ɡə:d",v  从底层支持， 加固…的底部,"to strengthen or reinforce by passing a rope, cable, or chain around the underside of (an object, load, etc) ",,sholvoir;gre;exam;core,
erratically,ɪ'rætɪkli,adv  不规律地， 不定地,,,sholvoir;gre;exam;core,
countless,'kaʊntləs,adj  无数的,too many to be counted,a famous film clip which has been shown countless times,sholvoir;gre;exam;core,
fervor,'fə:və,n  热诚， 热烈,,,sholvoir;gre;exam;core,
entertain,",ɛntɚ'ten",v  款待， 招待； 使欢乐， 娱乐,"to invite people to your home for a meal, party etc, or to take your company’s customers somewhere to have a meal, drinks etc",Mark usually does the cooking when we entertain.,sholvoir;gre;exam;core,
gulch,ɡʌltʃ,n  深谷， 峡谷,"a narrow deep valley formed in the past by flowing water, but usually dry now",...California Gulch.,sholvoir;gre;exam;core,
deceptive,dɪ'sɛptɪv,adj  欺骗的， 导致误解的,intended to make someone believe something that is not true,misleading and deceptive adverts,sholvoir;gre;exam;core,
critical,'krɪtɪkl,adj  挑毛病的； 关键的； 危急的,something that is critical is very important because what happens in the future depends on it,It is absolutely critical for us to know the truth.,sholvoir;gre;exam;core,
reciprocally,rɪ'sɪprəkli,adv  相互地； 相反地,,,sholvoir;gre;exam;core,
logistics,lə'dʒɪstɪks,n  后勤学； 后勤,"If you refer to the logistics of doing something complicated that involves a lot of people or equipment, you are referring to the skilful organization of it so that it can be done successfully and efficiently",The skills and logistics of getting such a big show on the road pose enormous practical problems.,sholvoir;gre;exam;core,
envision,ɪn'vɪʒn,v  想象， 预想,"to imagine something that you think might happen in the future, especially something that you think will be good",I envisioned a future of educational excellence.,sholvoir;gre;exam;core,
homogeneity,",hɑmədʒə'niəti",n  同种， 同质,,The theory is based on the assumption of labor homogeneity.,sholvoir;gre;exam;core,
inducement,ɪn'dusmənt,n  引诱； 引诱物， 诱因， 动机,"a reason for doing something, especially something that you will get as a result",financial inducements to attract good job candidates,sholvoir;gre;exam;core,
tend,tɛnd,v  照料， 照看,to look after someone or something,Sofia was in the bedroom tending to her son.,sholvoir;gre;exam;core,
mumble,'mʌmbl,v  咕哝， 含糊不清地说,"to say something too quietly or not clearly enough, so that other people cannot understand you",He bumped into someone and mumbled an apology.,sholvoir;gre;exam;core,
somber,ˈsɑːmbər,adj  忧郁的； 阴暗的,,In the somber archives of a sedate museum a large archaic volume is somewhat conspicuously displayed.,sholvoir;gre;exam;core,
equitable,'ekwitəbl,adj  公正的， 合理的,treating all people in a fair and equal way,an equitable distribution of food supplies,sholvoir;gre;exam;core,
specimen,'spɛsəmən,n  范例， 样品， 标本,"a small amount or piece that is taken from something, so that it can be tested or examined",a blood specimen,sholvoir;gre;exam;core,
vituperate,vi'tju:pəreit,v  谩骂， 辱骂,to berate or rail (against) abusively; revile ,,sholvoir;gre;exam;core,
exotic,ɪɡ'zɑtɪk,adj  异国的， 外来的； 奇异的， 珍奇的,something that is exotic seems unusual and interesting because it is related to a foreign country – use this to show approval,exotic birds,sholvoir;gre;exam;core,
revenge,rɪ'vɛndʒ,n  报复， 报仇,something you do in order to punish someone who has harmed or offended you,"The attackers were said to be taking revenge on the 14-year-old, claiming he was a school bully.",sholvoir;gre;exam;core,
subscribe,səb'skraɪb,v  捐助； 订购,"to pay money, usually once a year, to have copies of a newspaper or magazine sent to you, or to have some other service",My main reason for subscribing to New Scientist is to keep abreast of advances in science.,sholvoir;gre;exam;core,
intemperance,in'tempərəns,n  放纵， 不节制， 过度,,,sholvoir;gre;exam;core,
utopia,ju:'təupiə,n  乌托邦,an imaginary perfect world where everyone is happy,We weren't out to design a contemporary utopia.,sholvoir;gre;exam;core,
therapy,'θɛrəpi,n  治疗,the treatment of an illness or injury over a fairly long period of time,new drug therapies,sholvoir;gre;exam;core,
ineluctable,",ɪnɪ'lʌktəbl",adj  不能逃避的,impossible to avoid,...the ineluctable tendency of populations to exceed resources.,sholvoir;gre;exam;core,
chromosome,'kroməsom,n  染色体,"a part of every living cell that is shaped like a thread and contains the  gene s  that control the size, shape etc that a plant or animal has",Do we have a chromosome like that?,sholvoir;gre;exam;core,
illiberal,ɪ'lɪbərəl,adj  偏执的， 思想狭隘的,,illiberal and undemocratic policies,sholvoir;gre;exam;core,
crescendo,krə'ʃɛndo,n  渐强； 高潮,"if a sound or a piece of music rises to a cre-scendo, it gradually becomes louder until it is very loud",The shouting rose to a deafening crescendo .,sholvoir;gre;exam;core,
paltry,'pɔltri,adj  无价值的， 微不足道的,a paltry amount of something is too small to be useful or important,paltry sum of money,sholvoir;gre;exam;core,
puffery,'pʌfəri,n  极力称赞， 夸大广告， 吹捧,,,sholvoir;gre;exam;core,
concentration,'kɑnsn'treʃən,n  专心， 专注； 集中； 浓度,the ability to think about something carefully or for a long time,She needed all her powers of concentration to stop herself from slipping on the icy road.,sholvoir;gre;exam;core,
velocity,vəˈlɑsəti,n  速率， 速度； 迅速， 快速,the speed of something that is moving in a particular direction,the velocity of light,sholvoir;gre;exam;core,
malfeasance,",mæl'fizns",n  不法行为， 渎职,illegal or dishonest activity,"Of the 22 officials, three were transferred to judicial departments for malfeasance, while the other 19 received administrative punishments.",sholvoir;gre;exam;core,
successively,sək'sɛsɪvli,adv  接连地， 继续地,,,sholvoir;gre;exam;core,
trumpery,'trʌmpəri,adj  中看不中用的,,,sholvoir;gre;exam;core,
condign,kən'daɪn,adj  罪有应得的 severe and well deserved)； 适宜的,(esp of a punishment) fitting; deserved ,,sholvoir;gre;exam;core,
resent,rɪ'zɛnt,v  憎恶， 怨恨,"If you resent someone or something, you feel bitter and angry about them",She resents her mother for being so tough on her.,sholvoir;gre;exam;core,
quantifiable,"'kwɑntə,faɪəbl",adj  可以计量的； 可量化的,Something that is quantifiable can be measured or counted in a scientific way,A clearly quantifiable measure of quality is not necessary.,sholvoir;gre;exam;core,
homespun,'homspʌn,adj  朴素的； 家织的,homespun ideas are simple and ordinary,The book is simple homespun philosophy.,sholvoir;gre;exam;core,
underling,'ʌndɚlɪŋ,n  部下， 下属， 手下,an insulting word for someone who has a low rank – often used humorously,...underlings who do the dirty work.,sholvoir;gre;exam;core,
instigate,'ɪnstə'get,v  怂恿， 鼓动， 煽动,to persuade someone to do something bad or violent,He accused union leaders of instigating the disturbances.,sholvoir;gre;exam;core,
den,dɛn,n  兽穴， 窝,"the home of some animals, for example lions or  fox es ",corrupt gambling dens,sholvoir;gre;exam;core,
stunning,'stʌnɪŋ,adj  极富魅力的,extremely attractive or beautiful,You look absolutely stunning in that dress.,sholvoir;gre;exam;core,
credulous,'krɛdʒələs,adj  轻信的， 易上当的,"always believing what you are told, and therefore easily deceived",Quinn charmed credulous investors out of millions of dollars.,sholvoir;gre;exam;core,
ashen,'æʃən,"adj  灰色的， 苍白的, especially deadly pale)","looking very pale because you are ill, shocked, or frightened",His face was ashen.,sholvoir;gre;exam;core,
exemplar,ɪɡ'zɛmplɑr,n  模范， 榜样,a good or typical example,They viewed their new building as an exemplar of taste.,sholvoir;gre;exam;core,
exuberance,ɪg'zjʊbərəns,n  愉快； 茁壮,,,sholvoir;gre;exam;core,
adjudicate,ə'dʒudɪket,v  充当裁判； 判决,to officially decide who is right in a disagreement and decide what should be done,The Dean adjudicates any faculty disputes.,sholvoir;gre;exam;core,
apparition,",æpə'rɪʃən",n  幽灵； 特异景象,"something that you imagine you can see, especially the spirit of a dead person",He stared at the strange apparition before him.,sholvoir;gre;exam;core,
impact,ɪm'pækt,n  冲击， 影响,"the effect or influence that an event, situation etc has on someone or something",The force of the impact knocked the breath out of her.,sholvoir;gre;exam;core,
grate,ɡret,v  吱嘎磨碎； 使人烦躁， 刺激,"to rub cheese, vegetables etc against a rough or sharp surface in order to break them into small pieces",grated cheese,sholvoir;gre;exam;core,
scavenge,'skævɪndʒ,v  清除； 从废物中提取有用物质,,There are people who live in the dump and scavenge garbage for a living.,sholvoir;gre;exam;core,
strew,stru:,v  撒满， 散播,to scatter things around a large area,Flowers strewed the path.,sholvoir;gre;exam;core,
excogitate,"ɛks'kɑdʒə,tetɪv",v  认真想出,"to devise, invent, or contrive ",,sholvoir;gre;exam;core,
meddle,'mɛdl,v  干涉， 干预,"to deliberately try to influence or change a situation that does not concern you, or that you do not understand",He accused the US of meddling in China’s internal affairs .,sholvoir;gre;exam;core,
supine,'supaɪn,adj  仰卧的； 懒散的,lying on your back,in a supine position,sholvoir;gre;exam;core,
nascent,'næsnt,adj  初生的， 萌芽的,coming into existence or starting to develop,the country’s nascent democracy,sholvoir;gre;exam;core,
influential,",ɪnflu'ɛnʃl",adj  有影响力的,having a lot of influence and therefore changing the way people think and behave,He had influential friends.,sholvoir;gre;exam;core,
impinge,ɪm'pɪndʒ,v  侵犯； 撞击,,...the cuts in defence spending that have impinged on two of the region's largest employers.,sholvoir;gre;exam;core,
embryonic,",ɛmbrɪ'ɑnɪk",adj  胚胎的； 萌芽期的,at a very early stage of development,The plans are still only in embryonic form.,sholvoir;gre;exam;core,
distinctive,dɪ'stɪŋktɪv,adj  出众的， 有特色的,"having a special quality, character, or appearance that is different and easy to recognize",a rock band with a distinctive sound,sholvoir;gre;exam;core,
prefigure,pri'fɪɡjʊr,v  预示； 预想,to be a sign that something will happen later,"The wall through Berlin was finally ruptured, prefiguring the reunification of Germany.",sholvoir;gre;exam;core,
interstice,ɪn'tɝstɪs,n  裂缝， 空隙,a small space or crack in something or between things,Any of the open spaces in a net or network; an interstice.,sholvoir;gre;exam;core,
brag,bræɡ,v  吹嘘,"to talk too proudly about what you have done, what you own etc – used to show disapproval","‘I came out top in the test,’ he bragged.",sholvoir;gre;exam;core,
override,",ovɚ'raɪd",v  驳回； 蹂躏， 践踏,,,sholvoir;gre;exam;core,
latch,lætʃ,n 〔门或窗的〕闩，插销; v 用碰(簧)锁锁上；用插销插上,"a small metal or plastic object used to keep a door, gate, or window closed; to fasten a door, gate, or window with a latch",Gwen lifted the latch and opened the gate.,sholvoir;gre;exam;core,
rigid,'rɪdʒɪd,adj  严格的； 僵硬的， 刚硬的,"rigid methods, systems etc are very strict and difficult to change",rigid and authoritarian methods of education,sholvoir;gre;exam;core,
congruous,'kɔŋɡruəs,adj  一致的， 符合的；,corresponding or agreeing ,"In a word, love can bring us beautiful color to our life, while other people think love on campus is congruous.",sholvoir;gre;exam;core,
advent,'ædvent,n  到来， 来临,,the advent of the computer,sholvoir;gre;exam;core,
forbear,fɔr'bɛr,v  克制； 忍耐,to not do something you could or would like to do because you think it is wiser not to,I forbore to comment on this.,sholvoir;gre;exam;core,
indestructible,",ɪndɪ'strʌktəbl",adj  不能破坏的， 不可毁灭的,too strong to be destroyed,her indestructible optimism,sholvoir;gre;exam;core,
plainspoken,'pleɪn'spoukən,adj  直言不讳的,"saying exactly what you think, especially in a way that people think is honest rather than rude","a straightforward, plainspoken man",sholvoir;gre;exam;core,
herbaceous,ɝ'beʃəs,adj  草本的,plants that are herbaceous have soft stems rather than hard stems made of wood,"The Siberian genseng plant is a shrub of 1 to 3 meters tall, while the ginseng plant is herbaceous.",sholvoir;gre;exam;core,
enflame,ɪn'fleɪm,v  燃烧,,,sholvoir;gre;exam;core,
lucubrate,"'lʊkjʊ,bret",v  刻苦攻读， 埋头苦干， 专心著作,,,sholvoir;gre;exam;core,
grumble,'ɡrʌmbl,v  嘟囔， 抱怨， 发牢骚,to keep complaining in an unhappy way,"‘This is boring,’ Kathleen grumbled.",sholvoir;gre;exam;core,
clairvoyance,klɛr'vɔɪəns,n  超人的洞察力,,,sholvoir;gre;exam;core,
ruminate,'rumɪnet,v  反刍； 深思,"if animals such as cows ruminate, they bring food back into their mouths from their stomachs and  chew  it again",The cow began to ruminate after eating up grass.,sholvoir;gre;exam;core,
cynic,'sɪnɪk,n  犬儒主义者， 愤世嫉俗者,"someone who is not willing to believe that people have good, honest, or sincere reasons for doing something",Even hardened cynics believe the meeting is a step towards peace.,sholvoir;gre;exam;core,
desert,(for v.) dɪˈzɝ​t; (for n.) 'dɛzɚt,v  遗弃， 离弃,to leave someone or something and no longer help or support them,Helen was deserted by her husband.,sholvoir;gre;exam;core,
interconnected,",ɪntɚkə'nɛkt",adj  相互连接的,,"The plates are bounded by an interconnected network of ridges, transform faults, and trenches.",sholvoir;gre;exam;core,
die,daɪ,n  金属模子， 金属印模,a metal block used to press or cut something into a particular shape,,sholvoir;gre;exam;core,
fragrant,'fregrənt,adj  芳香的,having a pleasant smell,fragrant flowers,sholvoir;gre;exam;core,
dillydally,"'dɪli,dæli",v  磨蹭， 浪费时间,,,sholvoir;gre;exam;core,
rigor,'rɪgɚ,n  严厉， 严格， 苛刻； 严密， 精确,,,sholvoir;gre;exam;core,
dim,dɪm,v 使暗淡，使模糊; adj  昏暗的， 暗淡的,"If your future, hopes, or emotions dim or if something dims them, they become less good or less strong; fairly dark or not giving much light, so that you cannot see well",Their economic prospects have dimmed.,sholvoir;gre;exam;core,
turgid,'tɝdʒɪd,adj  肿胀的； 浮夸的,full and swollen with liquid or air,a turgid Social Science textbook,sholvoir;gre;exam;core,
besiege,bɪ'sidʒ,v  围攻； 困扰,to surround a city or castle with military force until the people inside let you take control,"In April 655, Osman’s palace was besieged by rebels.",sholvoir;gre;exam;core,
anachronistic,"ə,nækrə'nistik,-kəl",adj  时代错误的,You say that something is anachronistic when you think that it is out of date or old-fashioned,Many of its practices seem anachronistic.,sholvoir;gre;exam;core,
exemplary,ɪɡ'zɛmpləri,adj  模范的， 典范的； 可仿效的,excellent and providing a good example for people to follow,a company with an exemplary record on environmental issues,sholvoir;gre;exam;core,
desuetude,"'dɛswɪ,tjʊd",n  废止， 不用,the condition of not being in use or practice; disuse ,those ceremonies had fallen into desuetude,sholvoir;gre;exam;core,
impudent,'ɪmpjədənt,adj  鲁莽的， 无礼的,rude and showing no respect to other people,"Some of them spoke pleasantly and were well behaved, while others were impudent and insulting.",sholvoir;gre;exam;core,
cliche,'kli:ʃei,n  陈词滥调,,His article is stuffed with cliche.,sholvoir;gre;exam;core,
adamant,'ædəmənt,adj  坚决的， 固执的； 强硬的,determined not to change your opinion or a decision that you have made,"She begged me to change my mind, but I remained adamant .",sholvoir;gre;exam;core,
poignancy,'pɔɪɡnənsi,n  辛辣， 尖锐,Poignancy is the quality that something has when it affects you deeply and makes you feel very sad,The film contains moments of almost unbearable poignancy.,sholvoir;gre;exam;core,
depravity,dɪ'prævəti,n  堕落， 恶习,Depravity is very dishonest or immoral behaviour,...the absolute depravity that can exist in war.,sholvoir;gre;exam;core,
fruition,fru'ɪʃən,n  实现， 完成,"if a plan, project etc comes to fruition, it is successfully put into action and completed, often after a long process","After months of hard work, our plans finally came to fruition .",sholvoir;gre;exam;core,
molten,'moltən,adj  熔融的， 熔化的,molten metal or rock has been made into a liquid by being heated to a very high temperature,molten iron,sholvoir;gre;exam;core,
impair,ɪm'pɛr,v  损害， 削弱,to damage something or make it not as good as it should be,The illness had impaired his ability to think and concentrate.,sholvoir;gre;exam;core,
sumptuous,'sʌmptʃuəs,adj  豪华的， 奢侈的,very impressive and expensive,a sumptuous feast,sholvoir;gre;exam;core,
stray,stre,v 偏离，迷路; adj  迷路的； 零落的,"to move away from the place you should be; a stray animal, such as a dog or cat, is lost or has no home",One man was hit by a stray bullet and taken to hospital.,sholvoir;gre;exam;core,
static,'stætɪk,adj  静态的； 呆板的,"not moving, changing, or developing",Economists predict that house prices will remain static for a long period.,sholvoir;gre;exam;core,
evenhanded,'i:vən'hændid,adj  公平的， 不偏不倚的,"If someone is evenhanded, they are completely fair, especially when they are judging other people or dealing with two groups of people",...an evenhanded approach to the war on drugs.,sholvoir;gre;exam;core,
bray,bre,v  大声而刺耳地发出 loudly and harshly),"if someone brays, they laugh or talk in a loud, slightly annoying way",,sholvoir;gre;exam;core,
digressive,daɪ'ɡrɛsɪv; dɪ'ɡrɛsɪv,adj  离题的， 枝节的,characterized by digression or tending to digress ,,sholvoir;gre;exam;core,
diversify,daɪˈvɜrsəˌfaɪ,v  多样化,"if a business, company, country etc diversifies, it increases the range of goods or services it produces",We need to diversify the economy.,sholvoir;gre;exam;core,
aromatic,",ærə'mætɪk",adj  芬芳的， 芳香的,having a strong pleasant smell,aromatic oils,sholvoir;gre;exam;core,
brat,bræt,n  孩子； 顽童,a badly behaved child,a spoiled brat,sholvoir;gre;exam;core,
inventive,ɪn'vɛntɪv,adj  善于发明的， 有创造力的； 发明的,"able to think of new, different, or interesting ideas",one of the most talented and inventive drummers in modern music,sholvoir;gre;exam;core,
